name,description,framework_id
Transporte. Línea Estratégica 2: Territorio que Progresa,"Moderniza el sistema de movilidad con corredores estratégicos, integración del transporte público (ej. Metrolínea) y promoción de modos sostenibles (bicicletas, peatonalización). Reduce tiempos de desplazamiento y contaminación mediante planes de movilidad inteligente.",4
"Vivienda, Ciudad y Territorio. Línea Estratégica 2: Territorio que Progresa","Garantiza acceso a vivienda digna con proyectos de urbanismo social y legalización de asentamientos. Implementa estrategias de densificación equilibrada, espacio público accesible y renovación urbana en zonas marginadas.",4
Minas y Energía. Línea Estratégica 2: Territorio que Progresa,"Fomenta energías limpias (solar, biomasa) y minería responsable. Incluye programas de eficiencia energética para empresas y hogares, así como transición hacia una matriz energética sostenible.",4
Gobierno Territorial. Línea Estratégica 3: Territorio Sostenible,"Implementa políticas públicas ambientales y de gestión del riesgo, fortaleciendo la gobernanza institucional para la sostenibilidad. Incluye planes de ordenamiento territorial con enfoque ecológico y mecanismos de participación ciudadana en la toma de decisiones ambientales.",4
Ambiente y Desarrollo Sostenible. Línea Estratégica 3: Territorio Sostenible,"Protege los recursos naturales mediante estrategias de conservación de cuencas hídricas, reforestación y economía circular. Implementa programas de calidad del aire, manejo integral de residuos (meta: 30% de reciclaje para 2027) y corredores verdes urbanos para aumentar espacios públicos sostenibles.",4
Gestión del Riesgo. Línea Estratégica 3: Territorio Sostenible,"Reduce vulnerabilidades ante desastres naturales con sistemas de alerta temprana, obras de mitigación en zonas de alto riesgo y capacitación comunitaria. Prioriza soluciones basadas en la naturaleza para enfrentar el cambio climático.",4
Bienestar Animal. Línea Estratégica 3: Territorio Sostenible,"Promueve la protección y tenencia responsable de animales mediante campañas de esterilización, centros de atención veterinaria gratuita y educación ciudadana. Combate el maltrato animal y fomenta la adopción de fauna doméstica en situación de calle.",4
Energías Limpias. Línea Estratégica 3: Territorio Sostenible,"Impulsa la transición energética con proyectos de energía solar en edificios públicos, transporte eléctrico y eficiencia energética en industrias. Meta: 10% de energías renovables en la matriz municipal para 2027.",4
Gobierno Territorial. Línea Estratégica 4: Territorio que Genera Valor,"Moderniza la administración pública mediante sistemas digitales, simplificación de trámites y profesionalización del talento humano. Implementa estrategias de gobierno abierto para garantizar transparencia y eficiencia en la gestión de recursos públicos.",4
Información Estadística. Línea Estratégica 4: Territorio que Genera Valor,"Fortalece los sistemas de datos territoriales para la toma de decisiones basada en evidencia. Integra plataformas tecnológicas que permitan el monitoreo en tiempo real de indicadores sociales, económicos y ambientales.",4
Organismos de Control. Línea Estratégica 4: Territorio que Genera Valor,"Promueve la rendición de cuentas y lucha contra la corrupción mediante auditorías ciudadanas, veedurías comunitarias y sistemas de denuncia protegida. Fortalece la coordinación entre Personería, Contraloría y entes de vigilancia.",4
Gobierno territorial. Línea estratégica 5: Territorio seguro,"A través de la estrategia de Gestores de Convivencia, se implementa un abordaje integral orientado a la prevención y reducción del delito, con énfasis en el hurto, la violencia interpersonal y la violencia intrafamiliar, mediante acciones pedagógicas que buscan disminuir comportamientos contrarios a la convivencia. Esta estrategia se focaliza en tres ejes principales: el respeto y garantía del derecho a la protesta pacífica, el diagnóstico y abordaje de conflictividades sociales, y el apoyo a los frentes de seguridad. Como objetivo general, el programa busca gestionar escenarios, espacios o mecanismos que articulen la participación de la comunidad, los organismos de seguridad —en especial la Policía Metropolitana de Bucaramanga— y la administración municipal. Todo esto bajo un enfoque multidisciplinario y participativo, que permita realizar diagnósticos territoriales y situacionales, sistematizar experiencias y proponer soluciones a los principales factores que generan comportamientos contrarios a la convivencia o facilitan la comisión de delitos, tanto en barrios y veredas como en el espacio público y en puntos críticos de criminalidad previamente priorizados.",4
Justicia y del derecho. Línea estratégica 5: Territorio seguro,"La ciudad de Bucaramanga enfrenta actualmente el reto de seguridad más significativo de su historia, evidenciado en la creciente vulneración de los derechos y libertades de sus habitantes. En los últimos cuatro años, las cifras estadísticas muestran un aumento sostenido en distintos tipos penales, cuyas conductas delictivas han permeado escenarios públicos, entornos escolares y espacios recreativos. Este fenómeno responde a múltiples factores causales, facilitadores y de riesgo que han contribuido al deterioro de la seguridad y a una creciente percepción de inseguridad entre la ciudadanía. Aunque las instituciones han incrementado su capacidad operativa en respuesta a esta situación, dicho esfuerzo no ha sido suficiente para contrarrestar el contexto actual ni para alcanzar la estabilización de un territorio verdaderamente seguro, próspero y sostenible.",4
